# 2021/11/14 - 18:40 | PDB: 45.21 | UniProt: 2021.04
PDB	CHAIN	SP_PRIMARY	SF_DOMID	FA_DOMID
1eg1	A	P07981	8041457	8029078
3ovw	A	P46237	8041458	8029079
1ukr	A	P55329	8041475	8029096
1umz	A	Q8GZD5	8041918	8029539
1n47	A	P56625	8044058	8031680
3emw	A	Q99619	8059603	8059602
6flm	A	Q14258	8060026	8060025
3m4f	A	Q6VAY1	8061200	8061199
2c1f	A	P29127	8061202	8061201
1uzz	A	Q6YD91	8063087	8063086
1dzq	A	Q9FVF8	8063103	8063102
1qmo	A	Q9ZTA9	8071044	8071043
4ga9	A	P11762	8072471	8072470
2d6l	X	O08573	8072491	8072490
5w11	A	G2Q665	8073507	8073506
2cwd	B	Q5SJ34	8061582	8061581
3js5	A	C4LSE7	8061592	8061591
2gi4	A	Q0P8Z8	8061602	8061601
2m1z	A	Q8Y9U3	8064416	8064415
4mge	A	A0A6H3A658	8096720	8096719
1acc	A	P13423	8054212	8054211
1k32	A	P96086	8037767	8025388
1nf4	A	Q93PP9	8033263	8020883
1z6o	M	1Z6O_M	8035238	8022858
1mty	B	P18798	8037015	8024636
2inc	A	O87798	8042803	8030424
5hyh	A	F2RB83	8052471	8046699
4dr0	B	P50621	8066782	8066781
2p1i	A	Q7RIF3	8067760	8067759
4am2	A	K7N5M0	8075760	8075759
3fvb	A	Q2YKI4	8075762	8075761
2yjj	D	Q1X6M4	8075810	8075809
2d5k	A	A0A0H2X069	8075824	8075823
5n5f	A	D0LZ73	8086902	8086901
5ux1	A	Q3AMA5	8087057	8087056
6lp5	C	D2JIV0	8094809	8094808
5k53	B	A0A1D5B390	8094883	8094882
6gp3	A	Q6F0T5	8099802	8099801
6lij	A	Q70MM3	8102196	8102195
6zlg	D	Q9CPX4	8104355	8104354
2b6b	A	Q9WDA7	8055450	8055449
2peo	A	Q44212	8035592	8023212
4gr2	A	Q94AU9	8085420	8085419
1zsq	A	Q13614	8036236	8023856
3s4o	A	Q4QEZ7	8067106	8067105
2b49	A	P26045	8078039	8078038
2pa5	A	P43378	8078041	8078040
2gjt	A	Q16827	8078053	8078052
2qep	A	Q92932	8078057	8078056
4az1	B	Q4E4C8	8079683	8079682
2hcm	A	Q8BTR5	8081843	8081842
4y7i	A	Q96EF0	8100394	8100393
1ljr	A	P0CG30	8037546	8025167
1eem	A	P78417	8037550	8025171
1dug	A	P08515	8037552	8025173
2fhe	A	P56598	8037553	8025174
1k0d	C	P23202	8037726	8025347
2caq	A	P30113	8038602	8026223
2ay0	A	P09546	8033504	8021124
1xrx	A	P0AFY8	8033873	8021493
4l8q	A	A0A067XG71	8073914	8073913
3vv1	A	Q9N384	8073992	8073991
5jdb	A	E2EA82	8077034	8077033
4dqa	A	A7M0D0	8090521	8048675
4qvs	A	A3DIC9	8090523	8048674
3r4d	B	Q9J3E7	8091042	8045606
6vsb	A	P0DTC2	8092469	8092468
6k98	A	A0A1L6CE30	8094853	8094852
5zqi	A	A0A4V8GZK9	8095291	8095290
6k2y	A	Q8TCE9	8095397	8095396
6ljq	A	A8MUM7	8097196	8097195
5dzf	A	F6I323	8097780	8097779
6uma	B	Q9C029	8102923	8102922
7dfo	H	A0A7G1MBT0	8103280	8103279
7eo6	A	A0A2W4QIY3	8105363	8105362
1s7e	A	O08755	8003749	8002372
2o38	A	Q6N370	8034985	8022605
2o4a	A	Q01826	8034992	8022612
2ppx	A	A9CIQ1	8035982	8023602
2hsg	A	P46828	8042416	8030037
1ner	A	P06020	8058175	8058174
1rzs	A	P09964	8058179	8058178
3bdn	A	P03034	8058183	8058182
3c9p	A	A5MA43	8092325	8045884
1fx7	A	P9WMH1	8017617	8003196
3bfm	A	Q1GJN9	8095899	8046340
1j3n	A	Q5SL80	8032256	8019876
1j3n	A	Q5SL80	8032257	8019877
1ub7	A	Q7SI99	8034884	8022504
2gfv	A	P0AAI5	8041846	8029467
2gfv	A	P0AAI5	8041847	8029468
2ix4	A	Q8L3X9	8042893	8030514
5e5n	C	Q05470	8055819	8055818
4z37	A	C0ZGQ5	8055859	8055858
4zdn	A	D0U2E4	8055874	8055873
4jrh	A	Q9KQH9	8075255	8075254
3kzu	A	Q8YFP7	8075265	8075264
6op5	A	A0A384E132	8101259	8101258
2h84	A	Q55E72	8101789	8101788
3tsy	A	Q2HY10	8101801	8101800
1uzb	A	P83849	8035324	8022944
1ky8	A	O57693	8042856	8030477
5izd	B	Q9HK01	8065584	8065583
5a2d	C	P17202	8065612	8065611
2o2p	A	P28037	8065648	8065647
3ros	A	Q5FIM9	8065658	8065657
3vz2	A	B1XMM6	8072435	8072434
2iu8	C	P0CD76	8091506	8091505
4e6t	B	A0A7U4DSW1	8103290	8103289
2o70	A	A1L259	8035027	8022647
1klp	A	P9WQF3	8040450	8028071
5h9g	B	B6JLE2	8074630	8074629
6sgb	Fc	Q57WW9	8095575	8095574
4etw	D	Q0T5U2	8099142	8099141
1nqj	B	Q9X721	8033505	8021125
1vlb	A	Q46509	8041441	8029062
2iy1	A	Q9P0U3	8033184	8020804
1cmx	A	P35127	8034079	8021699
2oul	A	Q8I6U4	8035179	8022799
2ayn	A	P54578	8037489	8025110
2bu3	A	Q8YY76	8038611	8026232
1iu4	A	P81453	8039731	8027352
1jqp	A	P80067	8042670	8030291
1me4	A	P25779	8043440	8031062
4bpv	A	O70370	8066295	8066294
2fo5	A	P25250	8066301	8066300
4yyw	A	A0A182DW11	8066315	8066314
3u8e	A	G8JLU6	8066317	8066316
4yyq	A	A0A182DW06	8066323	8066322
3qsd	A	Q8MNY2	8066341	8066340
3mtn	A	Q9UK80	8067279	8067278
2o6x	A	Q24940	8073617	8073616
3lnb	A	A0A6L7HKL6	8084062	8084061
3eir	B	Q63KH5	8090773	8045481
4fbj	A	Q7N439	8090776	8045482
4f8c	A	A0A0H3B1Q8	8090777	8045483
3c9q	A	Q96HA8	8090967	8045572
4ypt	A	P0C6X9	8091728	8051176
4ry2	A	A3DCU1	8101171	8051467
4n4z	A	D6XHE1	8101401	8101400
6z7v	A	Q8NBR6	8103488	8103487
2gu3	A	P54396	8034119	8021739
3pxm	A	P02882,P02881	8043429	8031051
5boi	A	D5DRI0	8092125	8050300
2v7q	I	P05632	8037353	8024974
3cpt	A	Q9UHA4	8040242	8027863
7kzn	I	Q9SWQ6	8102511	8102510
1yfn	A	P0AFZ3	8034381	8022001
1gvh	A	P24232	8039097	8026718
1sm4	A	Q9M4D2	8041612	8029233
1fdr	A	P28861	8042051	8029672
1tvc	A	P22868	8042662	8030283
4jbe	A	C7MW73	8082090	8082089
3qan	C	Q9K9B2	8082239	8082238
5mz5	A	A9SS48	8083218	8083217
3v9k	A	Q8CHT0	8083602	8083601
6rts	A	O85725	8098240	8098239
1o50	A	Q9X033	8032330	8019950
1y5h	A	P9WJA3	8032472	8020092
3fhm	B	A9CIP4	8063602	8063601
8abp	A	P02924	8033261	8020881
1dp4	A	P18910	8033286	8020906
2fn8	A	Q9X053	8071194	8071193
2ioy	A	Q8RD41	8071196	8071195
5hqj	A	B1G1H7	8071230	8071229
3ip5	A	Q7CX36	8072285	8072284
5cnk	A	Q14832	8078801	8078800
4pev	A	Q9Y8P1	8091348	8050622
4rsm	A	A0QYB5	8097004	8097003
4ys6	A	A9KQP6	8097210	8097209
6sw4	B	B3EYL5	8097260	8097259
6shu	A	E4S1L1	8097676	8097675
3uug	B	P25548	8098602	8098601
6hnj	A	Q18A65	8099202	8099201
2wfs	A	P03466	8085205	8085204
4dys	A	G8XKZ6	8085209	8085208
7nt8	A	Q1AR08	8103967	8103966
2ggc	A	P0AE18	8041859	8029480
4s2r	Q	O44750	8054220	8054219
4km3	A	B2IQ22	8074151	8074150
3qxl	A	Q5JS13	8057968	8018952
1ou5	A	Q96Q11	8034367	8021987
2o5a	A	Q9KD89	8035004	8022624
1vj7	A	Q54089	8035922	8023542
1jqr	A	P42494	8037266	8024887
2b4v	A	Q86MV5	8037642	8025263
1vfg	A	O66728	8041329	8028950
4nxt	A	Q9NQG6	8055854	8051294
4jlz	B	I3LM39	8055866	8051297
4wqk	A	P0AE05	8090674	8045436
6sj5	A	W8TVV3	8094847	8094846
6ewz	A	W8U368	8100940	8100939
5ln3	D	O14818	8064004	8064003
1z7q	E	P32379	8064026	8064025
3unb	B	Q9R1P0	8064042	8064041
3unb	F	O70435	8064056	8064055
5y7p	A	J7H3P9	8076934	8076933
5le5	Y	P28074	8079492	8079491
3unb	1	O55234	8079494	8079493
6avo	B	P40306	8079510	8079509
1iru	1	Q2TBX6	8079514	8079513
2cpg	A	P13920	8037434	8025055
4q2u	K	Q47150	8090996	8045582
1nh4	A	P69539	8033317	8020937
2ed6	A	Q9ICB7	8033917	8021537
1wt8	A	Q7Z0H4	8033271	8020891
1mr4	A	P32026	8036502	8024123
1n8m	A	P58498	8036702	8024323
1ozz	A	P84156	8038032	8025653
2z3s	A	2Z3S_A	8038039	8025660
1sis	A	P15222	8038214	8025835
1myn	A	P41964	8038228	8025849
1wm7	A	Q9U8D2	8041761	8029382
1wmt	A	P0C194	8043644	8031266
2axk	A	P84777	8073812	8073811
6ay8	A	Q86BX0	8073816	8073815
2m8b	B	Q29SA6	8080006	8080005
2gl1	A	Q8W434	8083424	8083423
7c31	A	F6HGI0	8097778	8097777
1u55	A	Q8RBX6	8040724	8028345
3njc	A	P42955	8090573	8045416
7b6d	G	Q9VSY8	8103526	8103525
1ii2	A	V5BN69	8055991	8055989
1ytm	A	O09460	8056001	8056000
2faf	A	P21642	8056010	8056009
1jmx	B	Q8VW82	8037172	8024793
1tvn	A	O86099	8032608	8020228
1mxg	A	Q7LYT7	8032948	8020568
1wdp	A	P10538	8033081	8020701
1x38	A	Q9XEI3	8033575	8021195
1uas	A	Q9FXT4	8034881	8022501
1ud2	A	Q93I48	8034943	8022563
1ug6	A	Q8GEB3	8034970	8022590
1hl9	B	Q9WYE2	8035877	8023497
1zy9	A	G4FEF4	8036397	8024018
2d3n	A	P19571	8039543	8027164
1ta3	B	Q00177	8040113	8027734
1r46	A	P06280	8040342	8027963
1ktb	A	Q90744	8040650	8028271
1uhv	A	P36906	8041803	8029424
1bli	A	P06278	8043298	8030919
1cyg	A	P31797	8043316	8030937
3c17	A	P37595	8085485	8085484
5tho	D	A5U4D5	8085567	8085566
6qm7	R	A4HUT6	8095675	8095674
6z46	V	Q4JAY3	8096314	8096313
6qm8	I	A4IBS2	8097102	8097101
1iru	B	Q3T0Y5	8099420	8099419
6td5	C	A0A504Y5E1	8101295	8101294
7dr7	2	Q3T112	8102457	8102456
3fgr	B	Q3TCN2	8103582	8046668
7lxt	a	A0A5K1K7U1	8104221	8104220
2g7j	A	Q8ZML5	8034048	8021668
1go3	F	Q60351	8036098	8023718
2cpr	A	Q01780	8039182	8026803
2c35	A	O15514	8039191	8026812
2hbk	A	Q12149	8042226	8029847
2pmz	F	Q9UXD9	8086303	8086302
2ccq	A	Q96IV0	8038676	8026297
5af6	G	Q9UGI0	8081673	8081672
4s1z	F	A6QP16	8081675	8081674
2dfk	A	Q9QX73	8032816	8020436
2j59	N	Q5T5U3	8033264	8020884
1x1g	A	Q9NYT0	8033531	8021151
1i7a	A	Q9QWW1	8033732	8021352
1xke	A	P49792	8033761	8021381
1xx0	A	P08567	8033935	8021555
1zc3	B	O54924	8035561	8023181
1oy2	A	P29353	8037874	8025495
1kz7	A	Q64096	8040858	8028479
1v5p	A	Q9ERS5	8041172	8028793
1v5u	A	Q6ZPE2	8041179	8028800
1v89	A	P42331	8041206	8028827
1upq	A	Q9H4M7	8042920	8030541
1wi1	A	Q9ULU8	8043563	8031185
1xcg	A	O15085	8043804	8031426
1ni2	A	P15311	8043831	8031452
1pms	A	Q62245	8057972	8018974
2dn6	A	Q9UH65	8062125	8062124
4dbb	A	O35430	8079763	8079762
6am0	F	Q6CPV9	8084660	8084659
5xbf	A	Q6PIF6	8091826	8091823
5f3y	A	Q99MZ6	8091846	8091843
3jco	X	O13563	8093403	8046321
6rh5	A	Q8NC96	8093762	8093761
3fss	A	P40161	8103654	8103652
2vga	A	P24766	8086985	8086984
2r6i	A	A9CJ14	8036600	8024221
1ltl	A	O27798	8032582	8020202
1gd7	A	Q9AQH8	8032738	8020358
4v51	BD	P60405	8033195	8020815
2ba0	A	O29758	8033520	8021140
2je6	I	Q9UXC4	8034682	8022302
2nn6	H	Q13868	8034799	8022419
3ers	X	P42589	8034852	8022472
1yvc	A	Q6M142	8034945	8022565
2r7d	A	Q9RYD0	8036613	8024234
1ne3	A	O26356	8036782	8024403
2vnu	D	Q08162	8037616	8025237
1ueb	A	Q76G20	8040804	8028425
1s40	A	P32797	8041323	8028944
1ue1	A	P9WGD5	8041729	8029350
2aaa	A	P56271	8043330	8030951
1jdc	A	P13507	8043337	8030958
1cnv	A	P49347	8043476	8031098
1hjs	A	P83692	8044510	8032132
4ha3	A	D9PZ08	8065746	8065745
5jbk	A	A0A0F9ZQA8	8065756	8065755
5yhs	A	A0A2B9BPQ7	8065764	8065763
5naq	A	F9ULH8	8065792	8065791
3qom	A	F9UU25	8065796	8065795
3emc	A	O69231	8066703	8066702
2dep	B	P40942	8066717	8066716
4nf7	A	E0RXM0	8078103	8078102
4w84	A	D2K7Z0	8078107	8078106
4w8a	A	D2XML9	8078117	8078116
5d9n	B	O06842	8078121	8078120
4toq	A	G1UH28	8078815	8078814
3ian	A	Q9CE95	8078833	8078832
2x8r	A	A4DA29	8079201	8079200
4zxo	A	A7LW88	8081663	8081662
3pz9	A	A5IMX7	8087312	8087311
5hnn	A	Q8PRD3	8087443	8087442
5g1m	A	Q9HZK0	8088920	8088919
2xvl	A	B3PBD9	8090419	8090418
3l4u	A	O43451	8093221	8093220
3weo	A	L0N7E5	8093228	8093227
5kzw	A	P10253	8093237	8093236
4fnt	A	Q9ALJ4	8093330	8049799
6jms	A	Q588B8	8095345	8095344
6je1	A	A0A0J5Q413	8095409	8095408
6d5c	A	A0A4V8GZQ8	8096852	8096851
6tp1	A	I3P686	8097954	8097953
6sav	A	M9TI89	8098078	8098077
6jtj	B	Q5FA94	8099582	8099581
5iob	G	Q8NLT5	8100202	8100201
5do8	B	Q8YAE6	8100296	8100295
3hje	A	Q973H2	8100408	8100407
6gfv	A	L7N6B0	8101463	8101462
6wgd	B	Q65D37	8102034	8102033
6m6t	G	A0A0E1EIJ0	8102777	8102776
7nl2	A	F7YXD6	8103326	8103325
1jd0	A	O43570	8034342	8021962
1v9e	A	P00921	8035651	8023271
1rj6	A	Q9WVT6	8040689	8028310
3fe4	A	P23280	8065105	8065104
3jxg	A	Q05909	8065115	8065114
1b8a	A	Q52428	8041910	8029531
1bbu	A	P0A8N3	8041917	8029538
1cuk	A	P0A809	8041920	8029541
1hr0	W	Q5SHR1	8041946	8029567
1rip	A	P23828	8041956	8029577
1iyj	B	O35923	8042596	8030217
1miu	A	P97929	8043585	8031207
1x9n	A	P18858	8043720	8031342
1xjv	A	Q9NUX5	8043959	8031581
1xjv	A	Q9NUX5	8043961	8031583
1go3	E	Q57840	8044398	8032020
2i46	A	Q96AP0	8052151	8044709
2z4i	A	P40710	8052633	8046588
4kzy	L	G1TRM4	8052707	8052706
4bts	BQ	E6PBS9	8052732	8052731
3e0j	G	P49005	8053386	8053385
3mxn	A	Q9H9A7	8053535	8044856
3kf8	A	C5M7K9	8053588	8044871
5myj	AQ	A2RNP6	8059268	8059267
5t7v	S8	A0A077VLD5	8059274	8059273
5uz4	Q	B7MCS6	8059278	8059277
3vdy	B	C0SPB6	8076321	8076320
4bts	A0	I7MK25	8081505	8081504
4mno	A	Q9V138	8085842	8085841
6c00	A	Q18CI2	8086082	8086081
2fxq	A	Q9KH06	8089160	8089159
4ckc	A	P04298	8090052	8090051
4jg2	A	Q73EI2	8091429	8045919
5odj	A	H6WYG2	8091430	8086622
6v39	l	B7I7R9	8094567	8094566
6xyw	Bk	P92532	8094897	8094896
6wd0	V	A0A080IK26	8095047	8095046
6lkq	P	T6LV72	8095075	8095074
6v3b	q	B7IA30	8095099	8095098
5xyu	L	A0QS96	8096978	8096977
6yal	j	G1SYS4	8097822	8097821
5v93	l	M9TET4	8098076	8098075
5mrf	LL	P53732	8098750	8098749
5gro	A	P56459	8098762	8098761
5x8p	l	P62128	8098842	8098841
3fhw	A	P67675	8098898	8098897
2n8n	A	Q2FW28	8099264	8099263
1qwt	A	Q14653	8003522	8003521
1wv3	A	Q8NYF3	8033307	8020927
1khx	A	Q15796	8038261	8025882
2ff4	A	P9WGJ9	8040846	8028467
1lgp	A	Q96EP1	8041287	8028908
4g2s	C	P41783	8053899	8044957
2xxs	A	P0A221	8053903	8044958
4jon	E	Q5SW79	8063041	8063040
3egb	A	Q9HAT8	8095905	8046345
7rj3	A	A0A2I7W7N0	8103785	8103784
2es9	A	Q8ZRJ2	8040133	8027754
3o2k	A	Q4WAW7	8053365	8047205
4bg2	B	Q52QJ2	8053368	8053367
5tty	A	F5B6Z0	8053370	8053369
4p22	A	P22314	8054235	8045057
4xiw	A	Q39588	8065135	8065134
6im0	C	C0QRB5	8095425	8095424
1qoy	A	P77335	8039660	8027281
2a6b	A	Q8DQK6	8036634	8024255
1we1	A	P72849	8043435	8031057
3hlx	A	A6T9H1	8067752	8067751
1d4b	A	Q9UHD4	8034491	8022111
2bkf	A	Q14596	8038283	8025904
2c60	A	Q99759	8039437	8027058
1epw	A	P10844	8039657	8027278
1yt8	A	Q9I0N4	8034950	8022570
1urh	A	P31142	8041987	8029608
1rhs	A	P00586	8044350	8031972
1rhs	A	P00586	8044352	8031974
3iwh	A	A0A0H2WZ09	8074816	8074815
1wv9	B	Q5SKN0	8074824	8074823
4ipb	A	A7LXE2	8092104	8092103
4ipb	A	A7LXE2	8092105	8092103
4ifa	A	A0A348A8R7	8092121	8050053
1uc9	A	Q5SH23	8041709	8029330
1m0w	A	Q08220	8043163	8030784
1auv	A	P17599	8044239	8031861
1mio	A	P00467	8033236	8020856
6fea	A	C1DI25	8069053	8069052
5n6y	A	P16855	8069055	8069054
3gi1	A	Q99XV3	8074594	8074593
5ysc	A	A5F5P5	8080477	8080476
7lm7	A	V8IJK5	8105507	8105506
2isa	A	Q3LSM1	8068989	8068988
4b7f	A	A0A0U4WRC5	8104411	8104410
4aul	A	M4GGR6	8104643	8104642
4aun	D	M4GGR8	8104647	8104646
2iaz	B	Q97Q59	8034461	8022081
1vi4	A	Q9KPK1	8035864	8023484
1jb0	E	P0A423	8034282	8021902
2pu9	B	Q55781	8036078	8023698
2rh2	A	P00383	8036825	8024446
1qp3	A	Q9WWP1	8041669	8029290
1gxi	E	P12975	8044474	8032096
4xk8	E	E1C9K6	8074498	8074497
7coy	aE	B0C5D5	8102817	8102816
1qni	A	Q7SIA3	8042848	8030469
2jr6	A	A1IQS5	8085508	8085507
2h8a	A	P08011	8034174	8021794
4v51	BI	Q5SLQ1	8042934	8030555
1tyg	B	O31617	8040532	8028153
1xo3	A	Q9D2P4	8044080	8031702
4idi	A	Q7RAS9	8088560	8088559
2vsl	A	P98170	8037741	8025362
3puf	F	Q8TDP1	8091474	8051037
5fja	N	P25441	8103644	8046872
7pdz	E	P47757	8104305	8104304
2lig	A	P02941	8018623	8018622
3va9	A	Q6N7G5	8018645	8018644
4k0d	B	Q2IDQ5	8018648	8018647
5b2r	B	Q99ZW2	8092300	8045838
2d5r	A	Q9UIV1	8033733	8021353
1io2	A	O74035	8034127	8021747
2ioc	B	Q91XB0	8034562	8022182
1vk0	A	Q9FNG3	8035990	8023610
2pyl	A	P03680	8036150	8023770
3enb	A	Q6P2Q9	8041105	8028726
2rki	A	P04585	8044518	8032140
3mwp	A	P13699	8053524	8046803
4gve	A	P18140	8053529	8046804
4k7e	A	Q6IVU2	8053530	8046805
5cy4	B	V5VGJ9	8074902	8074901
2lsn	A	P14350	8075086	8075085
2ehg	A	F9VN79	8091471	8048767
2w36	A	Q9X2H9	8092724	8046030
3goc	A	Q82MH6	8092725	8046029
2nrr	A	Q9WYA3	8092730	8050891
6lw3	A	Q51424	8094993	8094992
4fzy	A	P0AEK0	8098424	8098423
5dzm	A	Q7LYY8	8099994	8099993
3w52	A	Q9C9G4	8079031	8079030
1m1q	A	Q8EDL6	8003640	8003638
1gg4	A	P11880	8003731	8003727
4ihf	E	P21645	8091500	8046204
2ife	A	P0A707	8035754	8023374
3dbh	B	Q8TBC4	8003941	8058305
2ozg	A	Q3M362	8035268	8022888
1psu	A	P76084	8034829	8022449
1mka	A	P0A6Q3	8034972	8022592
1pn2	A	P22414	8038996	8026617
1t82	A	Q8E989	8040077	8027698
2f41	A	O34835	8040545	8028166
1sbk	A	P77781	8041525	8029146
2vz8	A	A5YV76	8055921	8050556
4ooc	A	P96202	8055940	8050561
1ijl	A	Q7SID6	8036621	8024242
1oqs	A	P31100	8037702	8025323
1pp2	R	P00624	8038963	8026584
1vap	A	P51972	8038998	8026619
1god	A	P81165	8039067	8026688
2g58	A	P59071	8041684	8029305
3g8h	A	P11407	8062705	8062704
1tc8	A	Q6SLM2	8062707	8062706
2oqd	A	P45881	8062717	8062716
2ph4	A	P84776	8062721	8062720
6al3	A	P0DJJ9	8062727	8062726
1xxs	A	Q9I834	8062731	8062730
2h8i	A	Q90249	8062735	8062734
2h4c	A	Q7T2R1	8062747	8062746
3r0l	D	P0CG56	8062763	8062762
3v9m	A	P04056	8062771	8062770
1is2	A	P07872	8039697	8027318
1w07	B	O65202	8043200	8030821
1nz9	A	P35872	8037108	8024729
1rl2	A	P04257	8041672	8029293
4kzy	E	G1TK17	8052747	8044894
4v6u	AE	Q8U011	8052754	8052751
5t5h	a	Q9U4H7	8053049	8049503
3jcs	Y	E9BP34	8053056	8049510
3jbn	AI	A0A5K1K8V8	8053098	8048641
5it7	EE	Q6CWE7	8053108	8048635
5it7	YY	Q6CW97	8076758	8076757
2mi6	A	P9WIU9	8080351	8080350
6pj6	X	B1XBS8	8093580	8093579
6nu3	A0	C9JJ19	8093766	8093765
6spf	P	A0A263PZC6	8094661	8094660
6o8w	V	A0A1B4XKV5	8096466	8096465
6lkq	c	F4TL32	8097766	8097765
6xyw	Ap	O48691	8098170	8098169
2ovi	C	Q8X5N5	8086686	8086685
1ylx	A	Q5KZY7	8034740	8022360
2b5l	A	Q16531	8051194	8044839
5lqw	X	Q04693	8052529	8044841
5ife	A	Q15393	8052534	8044842
4xyh	A	B6K598	8053348	8047408
4d5l	g	G1SJB4	8097816	8097815
2xl2	A	P61965	8098826	8098825
1un8	A	P45510	8037869	8025490
1mgp	A	Q9X1H9	8043541	8031163
2dt8	A	Q5SJQ7	8083562	8083561
3eni	A	Q46393	8043010	8030631
4f5c	E	Q84852	8053549	8049254
5i08	A	Q0ZME7	8091056	8091055
5xgr	A	A3EXD0	8092520	8092519
6u7e	D	Q1HVL8	8093862	8093861
3bnv	H	Q0R4E3	8065903	8065902
4k02	A	Q9SX65	8075196	8075195
2pzh	A	P94842	8075206	8075205
5wh9	C	Q9KBC9	8075212	8075211
4i83	A	A1KRL1	8088168	8088167
2gll	F	O25928	8088174	8088173
3dkz	A	Q7W9W5	8088540	8088539
2v1r	A	P80667	8037099	8024720
1ri9	A	O15117	8040663	8028284
1ark	A	P20929	8041571	8029192
2fo0	A	P00519	8041575	8029196
1vyu	B	P54287	8058014	8019102
3uat	A	Q62696	8058031	8019116
6cpi	A	Q9Y566	8059607	8059606
5xg9	A	C4LUC7	8062081	8062080
3i35	A	Q14847	8062085	8062084
5ixf	A	O75886	8062103	8062102
1csk	A	P41240	8062607	8062606
5o2m	A	P56945	8065171	8065170
2dnu	A	Q5TCZ1	8065173	8065172
2df6	A	O55043	8065185	8065184
2k2m	A	Q8TE68	8065203	8065202
2mio	A	A1A4S6	8065205	8065204
2cuc	A	Q8BZT2	8065209	8065208
5fwc	A	Q13813	8067930	8067929
3thk	A	P16086	8067932	8067931
1yn8	A	Q12163	8067936	8067935
1x6g	A	P42679	8072707	8072706
1u3o	A	P97924	8090053	8045848
4glm	A	Q6XZF7	8090160	8088336
6gbu	D	Q15811	8090187	8088341
1aze	A	P62993	8090189	8088344
3miw	G	Q82035	8072083	8072082
1ycs	B	Q13625	8004081	8004080
2fo1	E	P14585	8017551	8004161
1dcq	A	Q7SIG6	8017711	8004091
1bi7	B	P42771	8044602	8004107
1sw6	A	P09959	8057708	8004122
3zkj	D	Q96DX5	8073241	8073240
1d9s	A	P55271	8081093	8081092
4lg6	A	Q9H9E1	8081109	8081108
1ixv	A	P50086	8089683	8089682
5gp7	A	O95271	8089698	8088628
3utm	A	Q6PFX9	8089729	8049027
2rfm	B	Q978J0	8100410	8100409
4dx1	A	Q9HBA0	8100504	8100503
3r6n	A	P15924	8004074	8004071
1quu	A	P35609	8036700	8024321
1ge9	A	O66928	8032775	8020395
1wqg	A	P9WGY1	8033358	8020978
2hbb	A	P02417	8042225	8029846
1nkw	F	Q9RY49	8070571	8070570
2b0r	A	Q5CS32	8078007	8078006
1vqo	D	P14124	8032620	8020240
1iq4	A	P08895	8034156	8021776
5xnl	3	Q04918	8076984	8076983
5mdx	R	Q07473	8099114	8099113
6kad	r	Q93WD2	8100370	8100369
6kac	s	Q9FEK6	8100486	8100485
6ly5	K	A0A6J4B0S3	8102040	8102039
7a4p	4	A0A2P6TQ14	8103807	8103806
6zzx	5	A0A2P6U4K1	8103815	8103814
1yhd	A	P0A8P3	8082919	8082918
2mzy	A	Q3JQJ0	8082921	8082920
5tuu	B	Q16254	8084144	8084143
2je6	A	Q9UXC0	8034675	8022295
1oys	A	P28619	8037934	8025555
3r50	E	P93193	8083692	8083691
1xez	A	P09545	8091096	8045628
7kmv	M	M0TZ81	8102395	8102394
1rw5	A	P01236	8032314	8019934
1f45	B	P29459	8032929	8020549
1ete	A	P49771	8037098	8024719
1n1f	A	Q9UHD0	8043974	8031596
3b5k	B	P04401	8072457	8072456
1z7c	A	P0DML2	8098456	8098455
7e0e	A	P01573	8102831	8102830
3vto	B	Q9T1V4	8095957	8079914
1qfm	A	P23687	8042857	8030478
2qfi	A	P69380	8035909	8023529
3vub	A	P62554	8041673	8029294
4mzm	B	Q7A4G9	8076069	8076068
7d2m	B	Q9RX98	8103514	8103513
1vdw	A	O59523	8035693	8023313
2hhm	A	P29218	8037476	8025097
1lbv	A	O30298	8041215	8028836
2qfl	A	P0ADG4	8066099	8066098
2p3v	A	O33832	8066101	8066100
3ifa	A	O00757	8069335	8069334
5oey	B	O97193	8069339	8069338
6ayu	A	A5U1E6	8075283	8075282
4as5	A	O55023	8079745	8079744
7js3	C	Q5NEJ8	8101203	8101202
2waq	H	B8YB60	8063566	8063565
2z1c	A	Q5JII0	8038052	8025673
3d3r	A	Q8EF93	8040443	8028064
1rlf	A	Q61193	8018958	8018956
1ttn	A	Q8WUN7	8032592	8020212
1u4a	A	P55854	8032781	8020401
1v2y	A	Q8VIK1	8035380	8023000
1j0g	A	P61961	8035988	8023608
2al3	A	Q8VBT9	8037178	8024799
2cr5	A	Q9QZ49	8039226	8026847
1v5t	A	Q8BGR9	8041176	8028797
1v86	A	Q78JW9	8041201	8028822
1t0y	A	Q20728	8041657	8029278
1uel	A	P54727	8041739	8029360
1uh6	A	Q9EPV8	8041805	8029426
1wm3	A	P61956	8043638	8031260
5tte	F	P69326	8066181	8066180
5y3c	A	Q804T6	8066806	8066805
5azf	A	Q09490	8068232	8068231
5jze	B	Q64339	8085094	8085093
5n9v	A	Q236S9	8085111	8085110
3w1s	C	P38316	8088979	8088978
4rf1	A	M4STU1	8091722	8051172
6izg	A	Q57UL0	8094995	8094994
5xit	D	P62983	8098882	8098881
2j8w	A	P00142	8034644	8022264
256b	A	P0ABE7	8057879	8018754
1qpm	A	P06019	8036638	8024259
1rh6	A	P03699	8038870	8026491
