# 2021/11/14 - 18:08 | PDB: 45.21 | UniProt: 2021.04
SP_PRIMARY	PDB
Q7ZVT3	2y3v;2y3w;6z26
Q7ZWC3	5hzx;5otn
Q7ZYF1	6jmg
Q7ZYJ8	6lk8
Q7ZZB9	1r2u;1r6p
Q7ZZM2	2w9o;2w9u;2w9v;2w9w
Q800Y1	1vzm
Q804T6	5y3c
Q805F6	3c05
Q805F7	3c05
Q805N7	3r0r;6e2r;6e2x;6e2z;6e30;6e32;6e34;6e39
Q805R9	2f6a
Q808Y3	4rso
Q809J3	6irl
Q80A30	3s12;3s13
Q80A33	5i5n;5i5o
Q80A92	5h0r
Q80AG2	7bc3;7be9;7bg8;7bgk
Q80BF2	5hlj
Q80BK4	1k6f;1wzb;1x1k;1ym8;2cuo;2d3f;2d3h;3ah9;3ai6;3b0s;3b2c
Q80DL0	2aeq
Q80DP9	2k48
Q80E47	1urz
Q80FI3	6y65;6y66
Q80IU5	3i7h
Q80IX5	2qqp
Q80J37	1z3r
Q80J94	6c6q;6e47;6e48;6xw4;6xw5;6xw6;6xw7;7n6y;7n7f
Q80J95	2m4g;2mcd;2mch;3nah;3nai;3qid;3sfg;3sfu;3upf;3uqs;3ur0;4ash;4nru;4o4r;4x2v;4x2w;4x2x;4x2y;5y3d
Q80QJ9	2i69
Q80RD6	6otf;6ouc
Q80S15	2j12
Q80SQ3	6sk5;6sk6
Q80TJ7	1wep
Q80TN4	2cug
Q80TR1	2jx9;2jxa;6ska
Q80TS3	4rmk;4rml;4yeb;5ftt;5ftu;6jbu
Q80TS7	6j69;6jjz;6jk0;6jk1;6kkg;7bqg
Q80U58	3gvo;3gvt
Q80U87	1uj0
Q80UG2	5l5k;5l5l;5l5m;5l5n;7m0r
Q80UL9	3mj6;3mj7;3mj9
Q80UM7	5mhf
Q80UW2	1umh;1umi;2e31;2e32;2e33;2rj2;5b4n
Q80V24	4ln0;6sba
Q80V62	3s4w
Q80VC9	1ugj;5lzn;5m50;5ow5
Q80VJ2	2yru
Q80VL1	1we8
Q80VP5	2rsm
Q80VW5	6fdd;6fde;6y38;6y9n;6y9o;6y9p;6y9q
Q80W21	2dc5
Q80W49	4fd9
Q80W68	4ofd
Q80W99	7eeb
Q80WD1	4p8s;4p91
Q80WG5	6fnw;6g8z;6g9l;6g9o;6nzw;6nzz;6o00;7m17;7m19;7p5v;7p5w;7p5y;7p60;7p6k
Q80WL1	4d77;4d7c
Q80WM9	7msj
Q80WP8	6enz
Q80WW9	1wi9
Q80X44	6ml2;6ml3;6ml4;6ml5;6ml6;6ml7
Q80X50	1wj7
Q80XU8	6tl8
Q80XZ4	6weo
Q80Y61	3ok8
Q80Y83	5y3b
Q80Y84	2eqy
Q80YQ2	6w1s
Q80Z29	2g95;2g96;2g97;3g8e
Q80Z64	2vi6
Q80ZD8	2xot
Q80ZG1	6vu5
Q80ZV0	3kio;3p5j
Q81007	5w1o
Q810C0	4y61
Q811D0	4oaj
Q811T9	5yi4;6irr
Q811U3	1zub
Q811U4	1t3j
Q811U5	2iqa;2r0w;3bae
Q81258	6p6s
Q812L6	2k5q
Q812L9	2fb5
Q812M4	3m6y
Q813L1	2k5w
Q813T0	5ie9
Q813T3	7b0o;7b0p;7b0q;7b0r
Q813T7	3ke4;3ke5
Q814K4	7cz3
Q814S6	7cw4;7cw5
Q814U7	3bpk
Q814Z6	3m2p
Q815J1	7aaw
Q815X4	1zk8
Q816D9	6gas
Q816E8	3bvs;3jx7;3jxy;3jxz;3jy1;5cl3;5cl4;5cl5;5cl6;5cl7;5cl8;5cl9;5cla;5clb;5clc;5cld;5cle;5kub;5uuf;5uug;5uuh
Q816F1	1y71
Q816R0	1y5e
Q816R4	1xhd
Q816V6	1xn6
Q816V9	2i0z
Q816Y4	3n2q
Q81817	4jmy
Q818H0	2gx8
Q818P3	4esb
Q818Z9	3m8w;3m8y;3m8z;3ot9;3twz;3tx0;3un2;3un3;3un5;3uny;3uo0;4lr7;4lr8;4lr9;4lra;4lrb;4lrc;4lrd;4lre;4lrf
Q81971	5j6r;5jb1;5y9f
Q819E8	3fk4
Q819J1	3zij;3zit
Q819K2	2okl
Q819U0	1ws0;1ws1
Q819X8	5ey2
Q819Z6	3mcu
Q81A57	2qm0
Q81A77	3ht4
Q81AD5	2h1i
Q81AI8	1xqa
Q81AM1	6gaq
Q81AN8	2n67;6d53;6d5z;6wa1
Q81AS3	4dmo
Q81AY6	3cnw
Q81AZ1	3hnp
Q81B18	2b81
Q81BA8	1t06;3zbo
Q81BF7	2qgm
Q81BJ4	2fq4
Q81BL7	4ryi;4ryj;4rym;4ryn;4ryo;4ryq;4ryr
Q81BN2	2rad;3b55
Q81C08	3gt0
Q81C15	1tz0
Q81CB1	6vj6
Q81CG1	1y9w
Q81D71	3kpt;3rkp
Q81D73	2kpn
Q81D84	6erd
Q81DA0	6w33;6w34
Q81DD6	3oms
Q81DM5	2aua
Q81DR6	5je8
Q81E32	2gh1;3gu3
Q81EE4	1y7u
Q81EE8	3q1p;3q4i;6nch;6nci
Q81EJ6	5n1j;5n1p;5nc6;5nc9;5ncd;5nek;5nel
Q81EK9	4l1g;5o6y
Q81EP4	4lmr;4ln1
Q81ES4	2ao9
Q81EU2	1r7l
Q81EW9	1ywq
Q81EX1	1ylf
Q81F45	6jyi
Q81F54	1ss4
Q81FD4	5z7q
Q81FF1	5xef
Q81FK8	1y9k
Q81FP2	2ixd
Q81FS4	7a76
Q81G00	1yvw
Q81G35	6fsg;6fsi;6ft1
Q81G39	3dhv;3fcc;3fce;4pzp
Q81G55	4bmo;4bmp;4bmq;4bmr;4bmt;4bmu
Q81G57	2x2o;2x2p;4bmp
Q81GD4	2kd1
Q81GI3	3oje;3ojf;5ycr;5ycs;5ycv;5ycx
Q81GQ9	7cmx;7cmy
Q81H03	1zsw
Q81H14	1vr4
Q81H70	3hh0
Q81HB5	2gre
Q81HJ5	1x7f
Q81HL8	2i7h
Q81HQ7	7cyx
Q81HW2	2ahy;2ahz;2q67;2q68;2q69;2q6a;3e83;3e86;3e89;3e8b;3e8f;3e8g;3e8h;3k03;3k04;3k06;3k08;3k0d;3k0g;3t1c;3t2m;3t4d;3t4z;3tcu;3tet;4pdl;4pdm;4pdr;4pdv;4r50;4r6z;4r7c;4r8c;4rai;4ro2;4zbm;6cpv;6fiz;6ufe;6v8y
Q81HX3	4xrf
Q81IG4	1yqh
Q81IK1	6gar
Q81IL5	2p88;2p8b;2p8c
Q81IM3	4hd5
Q81IT4	7bxy
Q81J58	1u61
Q81JD7	2r6q;3twi;3tyj
Q81JG3	3hyk
Q81JI2	3r3t
Q81JI9	4m0g;4m9d
Q81JJ9	1ypf;2a1y
Q81JK8	1xre
Q81JP2	3p0r
Q81JX0	2j9r
Q81K13	3sg1
Q81K75	3ifs
Q81KD1	2ln7
Q81KU0	2c5s
Q81L65	6all
Q81LA9	3dd6
Q81LD0	3k28
Q81LL4	4qez
Q81LV1	1xp3
Q81LV7	4mwa
Q81LW0	1xuq
Q81M99	4ep1;4nf2
Q81MB5	4v7g
Q81MI9	4qgl;4qgm
Q81MQ2	3r8y
Q81NT5	3lac
Q81P63	5uyy;5v0s;6u60;7mqv
Q81PP9	4co9;4cz1
Q81Q29	3r23;3r5x
Q81QM4	2c40
Q81R22	2kgk;2qk8;3dat;3e0b;3fl8;3fl9;3jvx;3jw3;3jw5;3jwc;3jwf;3jwk;3jwm;3s9u;3sa1;3sa2;3sai;4elb;4ele;4elf;4elg;4elh
Q81RP3	2pz8;2pza;2pzb
Q81RQ4	3dx5
Q81RQ8	3to3
Q81ST7	2jjm;3mbo
Q81SV3	3do9
Q81SV8	2vu5
Q81SZ9	4nmu
Q81T09	1xe3
Q81TB4	6qo5;6qo7;6qo8;6qo9;6qob;6tqv;6tqw;6tqx;6tqy;6tqz
Q81TL8	4neg
Q81TU1	6vj4
Q81TV3	3ruy
Q81U22	2c8j
Q81U45	6xd8
Q81UB2	3u7i;4m0c
Q81V16	2kw8;2rui
Q81VC3	3erv
Q81VN7	3pdk
Q81VR6	4pdb
Q81VW8	1tws;1tww;1twz;1tx0;1tx2;3h21;3h22;3h23;3h24;3h26;3h2a;3h2c;3h2e;3h2f;3h2m;3h2n;3h2o;3tya;3tyb;3tyc;3tyd;3tye;4d8a;4d8z;4d9p;4daf;4dai;4db7;4nhv;4nil;4nir;4nl1
Q81VX4	2h3g
Q81W73	4ir0;4jd1;5f6q
Q81WF0	3mpg;4yiw
Q81WF6	3m3h;4rv4
Q81WH2	4iqf
Q81WK5	3ty6
Q81WL1	4gfq
Q81WU4	3ife
Q81X75	3uwd
Q81X77	2ify
Q81XR2	2otn
Q81YA8	6npo
Q81YV0	3l44
Q81ZH0	2btu
Q81ZZ3	3d0f
Q82035	3miw
Q82040	5zhg;5zho
Q82081	1rhi
Q820M5	4rbn
Q820S6	1iby;1ibz;1ic0
Q820T1	3il4;3il5;3il6
Q820W5	3tqf
Q82122	1aym;1ayn;1c8m;1d3e;1ncr;1nd2;1nd3;1qju;1qjx;1qjy;1tp7;1xr7;4k50
Q82134	3lin;3liq;3lit;3liv;3lix;3liy;3wsj;4ydf
Q82446	5kou;5kov
Q82452	5ewn;5ewo
Q82462	3s6p
Q824H6	6fq4
Q82500	1rv0;1rvt
Q825I8	4ubs
Q825J7	2iab
Q827Q5	3v75
Q82847	4unw;4unx;4uny;4unz
Q82854	1zbn
Q828L9	3mnf
Q82AV7	3n05
Q82EE4	3cnx
Q82FC3	5go5;5go6
Q82GL5	6l69;7cl7;7cl8;7cl9
Q82H41	6wp7;6wp9;6wpa
Q82HY3	3mmz
Q82IF8	3eet
Q82IZ1	2rdn;2rdq;2rdr;2rds
Q82KE3	2qng
Q82L23	3leq
Q82L26	3a21;3a22;3a23
Q82L35	3giw;3go4
Q82LK9	3dex
Q82LM3	5cje;5cwe
Q82MH6	3goc
Q82MM8	3kye
Q82NB5	3kl2
Q82P90	3akf;3akg;3akh;3aki
Q82PP4	3w5m;3w5n
Q82PV2	3m1a
Q82Q85	3h0u
Q82QL3	3gkb
Q82RK0	3jsj
Q82S11	2in3
Q82S36	2kyy
Q82S47	2pd1
Q82S91	3u8v
Q82SE2	2rc3
Q82SJ4	2fgx
Q82SR2	3buu
Q82SS8	2p13
Q82SY3	2lki
Q82T10	2pn0
Q82T22	2odk
Q82U33	2hfq
Q82UI9	2fbl;3typ
Q82US3	2ich
Q82UW4	2a6c
Q82UZ2	2pc6
Q82V11	4fas;4n4n;4n4o;6m0p;6m0q
Q82V59	2jv8
Q82VD1	2r5r
Q82VD6	3cng
Q82VF2	2jxp
Q82VN8	2pfs;3tnj
Q82VX3	3g5w
Q82VX5	4kns;4knt;4knu
Q82WK8	2kpm
Q82WP3	2omo
Q82X29	2auw
Q82X47	3b9w;3b9y;3b9z;3bhs
Q82XH4	3ni7
Q82XK1	1xfs
Q82XL7	1zx3
Q82XR9	2b0v
Q82XT5	3k6c
Q82Y06	2k8s
Q82Y41	2g84;4hrq;4hrw;4lc5;4lcn;4lco;4lcp;4ld2;4ld4;7c3s;7c3t;7c3u
Q82YU9	6wu9
Q82Z09	6b4o
Q82Z21	4obi
Q82Z47	6wua
Q82Z74	4ntl
Q82ZB5	3d3y
Q82ZC8	3ipr
Q82ZC9	1tz9
Q82ZD1	1t62
Q82ZD2	3pm7
Q82ZE3	3mel
Q82ZE4	6wu9
Q82ZE8	1u7n
Q82ZE9	2n50
Q82ZG7	2a67
Q82ZI3	4me8
Q82ZI6	6wub
Q82ZI8	2b6c
Q82ZJ0	2os0;2os1
Q82ZJ1	6wub
Q82ZN0	3cex
Q82ZN7	3sqn
Q82ZN9	3clq
Q82ZP8	1lj9
Q82ZQ3	1sef
Q82ZT5	4rk0
Q82ZV0	2au5
Q82ZZ3	2az4
Q830E8	2i5u
Q830J4	2qm1
Q830K4	3dzv
Q830N3	6o93
Q830N7	5iby;5ich;5icl;5idh
Q830N9	5h29;6il7
Q830S2	2fml
Q830S9	1ywl
Q830T5	5v5t;5v5u
Q830V1	2oux
Q830X4	4wer
Q830Y8	2f7f;4mzy
Q830Y9	6c8q
Q83156	4g59
Q831B0	2f9h
Q831B2	2hpv
Q831K6	2qsw
Q831K8	4ef1;4ef2
Q831K9	6loi
Q831P3	2gbo
Q831P8	2fhp
Q831P9	3nd5;3nd6;3nd7
Q831Q5	2ew2
Q831Q7	6wub
Q831R3	2p0o
Q831W7	2j3l;2j3m
Q831Y8	7m5h
Q831Y9	2i00
Q832K9	6dwo
Q832L1	2nn5
Q832L2	2p25
Q83389	4ow5;4x27;4x29
Q833H6	3nat
Q833I7	2o0m
Q833L5	3oc4
Q833M5	2fia
Q833P5	6wu9
Q833W9	2awd;2f02
Q833Y3	2r3b;2r3e
Q83417	4cx8;4v07;4v08;4v0t
Q83467	2wst;2wsu;2wsv;2wt0;2wt1;2wt2
Q834E8	3lvt;5kbp
Q834F9	6wub
Q834I9	1yco
Q834P5	1si8
Q834R2	4m7u;4m7v
Q834R3	3uwl;4o7u;5j7w;6qxs;6qya
Q834W6	3jva;3jw7;3jzu;3k1g;3kum
Q834X5	3cjm
Q835A4	6smk
Q835D7	2ox7
Q835L8	3b48
Q835P8	3ddv
Q835S6	3hhh
Q835X4	3fd8;3i23
Q835X7	2llg
Q835X8	3cs3
Q835Y1	3l1w
Q83623	3zdo;6htl
Q836B3	5us5
Q836C2	2hwv
Q836C7	1yv9
Q836G9	2o6i;3irh;4lrl
Q836H1	2azw
Q836H8	3cj8
Q836J0	2jfo;2jfp;2vvt
Q836L2	2z1p
Q836M4	2fl4
Q836R0	6wu9
Q836T6	2hv2
Q836U6	3gdw
Q836W4	3p8l
Q836X4	6wu9
Q836X6	6wu9
Q836Z8	1u6m
Q837A3	4z7f
Q837C3	2nrk
Q837C7	6wu9
Q837C8	6wu9
Q837D6	3o6p
Q837D8	2w7z
Q837E0	5v2l;5v2m
Q837J0	3e5p;3e6e
Q837J7	3ktn
Q837K0	2ics
Q837L0	3e9m
Q837L7	2r41
Q837P6	1z0x
Q837R1	1z6m
Q837S0	4g4p;4zef
Q837U5	2jer
Q837U7	3txx;4a8h;4a8p;4a8t;4am8
Q837V6	1ta8;1tae;3ba8;3ba9;3baa;3bab;4eeq;4efb;4efe;4lh6;4lh7
Q837X5	2r2z
Q83883	2fyq;2fyr;2lnc;3ur6;3ur9;4imq;4imz;4in1;4in2;4inh;4xbb;4xbc;4xbd;5dg6;5dgj;5e0g;5e0h;5e0j;5t6d;5t6f;5t6g;5tg1;5tg2;5wej;6bib;6bic;6bid;6w5h;6w5j;6w5k;6w5l
Q83884	1ihm;2zl5;2zl6;2zl7;3by1;3by2;3d26;5kw9;5n7m;6crj;6h6y;6h6z;6h70;6h71;6h72;6out;7kjp
Q838C1	5ij6
Q838C3	1z7u
Q838I2	3qfi
Q838I6	3bed
Q838J7	1wue
Q838L9	1ywk
Q838Q5	2qru
Q838Q8	3hra
Q838Q9	4kh8
Q838R0	4nw4
Q838R9	1vpy;1ztv
Q838S1	4a02;4alc;4ale;4alq;4alr;4als;4alt
Q838W1	4klk
Q839D1	2ae6
Q839D8	6wu9
Q839E0	6wub
Q839E1	6wu9
Q839E5	6wu9
Q839E6	6wu9
Q839E7	6wub
Q839E8	6wu9
Q839E9	6wu9
Q839F0	6wub
Q839F1	6wua
Q839F2	6wu9
Q839F3	6wu9
Q839F4	6wu9
Q839F5	6wub
Q839F6	6wu9
Q839F7	6wu9
Q839F8	6wua
Q839F9	6wu9
Q839G0	6wua
Q839G2	6wu9
Q839G3	6wu9
Q839G4	6wu9
Q839G5	6wua
Q839G9	6bk7
Q839H0	6wua
Q839H1	6wub
Q839J6	1yzf
Q839P3	1s7j
Q839Y8	6wub
Q839Z0	6wub
Q839Z1	4gee;4gfn;4ggl;4hxw;4k4o;4ksg;4ksh;4ktn
Q83A21	3tri
Q83A84	4ofx
Q83AA3	3trh
Q83AA8	3tqq
Q83AB0	3trg
Q83AB2	3tq8;3tq9;3tqa;3tqb
Q83AC2	3tqs
Q83AJ3	3trf
Q83AR4	3tre
Q83AU6	4ng4
Q83AV9	3trd
Q83AY9	3tqr
Q83B40	3tth
Q83B44	3tqp
Q83BE4	4f3q
Q83BF9	3trc
Q83BJ0	3k96
Q83BL4	3trb
Q83BL7	3tqo
Q83BY6	3tr9
Q83BZ6	3tqi
Q83BZ9	3tqt
Q83C83	5dn8
Q83C93	3tr8
Q83CT0	3tqh
Q83CW4	3tr7
Q83D22	3tr6
Q83D87	4nbq
Q83DC7	3tr5
Q83DG1	3tqn
Q83DG4	3tqg
Q83DI6	3tqm
Q83DJ2	3q7h
Q83DR7	3tr4
Q83DW0	3tr3
Q83DX0	3ij3
Q83DY0	3kq5
Q83E06	3tr2
Q83E11	3roi;3slh;3tr1;4egr;4gfp;4znd
Q83E39	3tqe
Q83E49	3tql
Q83E52	3tqd
Q83EL7	3tr0
Q83EM7	4f3r
Q83EP4	3tqy
Q83EV9	3tqc
Q83F40	3tqx
Q83F42	3tqw
Q83FA3	3tqu
Q83LS2	1y2i
Q83LX4	4q35
Q83PB7	3cyv
Q83PQ0	3h2z
Q83PW0	4etw
Q83Q96	3c8g
Q83R64	5kh1
Q83RJ4	3cvr
Q83SQ0	4q35
Q83SQ2	2dfj
Q83TD2	4omy;4omz;4on0
Q83UA7	3pqu;4o3w
Q83V25	2hbv;2hbx;4epk;4era;4erg;4eri;4ifk;4ifo;4ifr;4ig2;6mgs;6mgt;7k12;7k13
Q83V33	4i1w;4i25;4i26;4i2r;4npi;4oe2;4ou2;4oub;5kj5;5klk;5kll;5klm;5kln;5klo
Q83VG5	3v10
Q83VS7	2xcj
Q83VS9	2ef8
Q83WA8	2z5w
Q83WB0	1wck;3ab0
Q83WF2	3ssm;3ssn;3sso
Q83WF5	5foi
Q83WG3	2z3t;2z3u;3a1l
Q83WH5	3vgs;3vgt;3vgu;3vgv
Q83WS1	1wx2;1wx4;1wx5;1wxc;2ahk;2ahl;2zmx;2zmy;2zmz;2zwd;2zwe;2zwf;2zwg;3aws;3awt;3awu;3awv;3aww;3awx;3awy;3awz;3ax0;5z0d;5z0e;5z0f;5z0g;5z0h;5z0i;5z0j;5z0k;5z0l;5z0m;7cit;7ciy
Q83WS2	1wx2;1wx4;1wx5;1wxc;2ahk;2ahl;2zmx;2zmy;2zmz;2zwd;2zwe;2zwf;2zwg;3aws;3awt;3awu;3awv;3aww;3awx;3awy;3awz;3ax0;5z0d;5z0e;5z0f;5z0g;5z0h;5z0i;5z0j;5z0k;5z0l;5z0m;7cit;7ciy
Q83X90	6f32;6f7l
Q83XC9	5yq7
Q83XD0	5yq7
Q83XD1	5yq7
Q83XD2	5yq7
Q83XK4	2vq7;2vqb;2xlp;2xlr;2xls;2xlt;2xlu;2xve;2xvf;2xvh;2xvi;2xvj
Q83XN4	3s3u;3tm1;3tm2;4ihd;4ihe
Q83XP9	5o34
Q83Y56	5fcd
Q83YM3	4rsw
Q83ZN8	2m8v
Q840C0	2bgo;2bgp
Q840G9	1yht
Q840M4	1ylp
Q840P9	2y87;2y8a;2y8b;4d1t;4d1u;4d1v;4d1w
Q840U9	4jl0
Q841A2	4b7o
Q841K1	5vto
Q841S6	1p9e
Q84294	1r8h;2ayb;2aye;2ayg
Q842J9	2dsn;2z5g;3umj;7buk
Q842S4	3cmd;3g6n
Q84367	1z14
Q84406	5c5t;5c5u
Q84424	1ckm;1ckn;1cko
Q84459	6ncl
Q844J9	1qs1;1qs2
Q84523	6ncl
Q84527	2nv9;2nva
Q84580	6ncl
Q845W8	3fdd
Q84626	6ncl
Q84656	6ncl
Q84666	6ncl
Q846U5	3sfw
Q846V4	1nu7;1nu9
Q846W7	3wmd
Q84771	1bbt;1fod
Q84850	3rrr
Q84852	4f5c
Q84895	5o5b;5o5p;6z6w
Q848S6	5mgi
Q848W2	4asn
Q84AF2	1sdo;1vrr;2p0j
Q84AQ1	2inn;2inp;3u52
Q84AQ2	2inn;2inp;3u52
Q84AQ3	2inn;2inp
Q84AQ4	2inn;2inp;3u52
Q84AR1	1y4i;2rfv;3jw9;3jwa;3jwb;3mkj;4hf8;4mkj;4mkk;4oma
Q84B82	2kmt;3jrz;3jsc;3tcj;4ely
Q84BQ8	1j3m
Q84BQ9	1ufk;2nxc;2nxe;2nxj;2nxn;2zbp;2zbq;2zbr;3cjq;3cjr;3cjs;3cjt;3egv
Q84BR1	1j27
Q84BR2	1uan
Q84CN9	2wnh;2wni;2wu0
Q84CU3	1v8i;1v8l;1v8m;1v8n;1v8r;1v8s;1v8t;1v8u;1v8v;1v8w;1v8y
Q84DB4	2v8u
Q84DC3	5ucd
Q84EX5	1nxq;1zjy;1zjz;1zk0;1zk1;1zk2;1zk3;1zk4;6h07;6h1m;6hlf;6y0s;6y0z;6y10;6y15;6y1b;6y1c;7a2b
Q84FG5	4git
Q84FH6	1ode;1ufy;1ui9
Q84FL5	3unv
Q84FS5	1v29;2dpp;3hht
Q84FS6	2dpp;3hht
Q84FY8	5ujk;5ulv
Q84G06	2dua;2hjp;2hrw
Q84GJ4	2ima
Q84H73	6er9;6era
Q84HB1	5f4z
Q84HB8	4i19;4qa9
Q84HC7	4ovm
Q84HC8	3i53;3i58;3i5u;3i64
Q84HF5	5fn0;5mzc;5mzi;5mzk;5n7t;5na5;5nab;5nae;5nag;5nah;5nak;5x6p;5x6q;5y66;5y77;5y7a;6fox;6foy;6foz;6fp0;6fp1;6fph
Q84HI7	2xem;2xfl
Q84HI8	4amm;4amn;4amo;4amp
Q84II0	7c3a;7c3b
Q84II3	1j1i
Q84II6	1ww9;2de5;2de6;2de7;3vmg;3vmh;3vmi;4nb8;4nb9;4nba;4nbb;4nbc;4nbd;4nbe;4nbf;4nbg;4nbh;6ll0;6ll1;6ll4;6llf;6llh;6llk;6llm;7bug;7bui
Q84IX8	5y6q
Q84IX9	5y6q
Q84IY0	5y6q
Q84KJ5	2ijg;2j4d;2vtb
Q84LK7	1th5;2jnv
Q84LQ5	6c7n
Q84MC2	1ydh;2q4d
Q84MC7	3oqu;3w9r
Q84ND2	6b4s
Q84SC3	5h3g
Q84T68	3hkm
Q84U30	2o01;2wsc;2wse;2wsf
Q84V36	2opo
Q84VW9	5fdn
Q84W12	7a23;7a24
Q84W65	4pui
Q84W66	5g49
Q84W98	2mie;5gij;5gr9;5jfi
Q84WK4	6avv;6avw;6avx
Q84XA1	3ioq
Q84XU2	5jjt;7obe
Q84Y02	6ijj;6jo5;6jo6;7dz7;7dz8
Q84Y91	6fgz
Q84Y95	2mma;3ipz
Q84ZN6	5jnp
Q84ZU4	2juh;2qhb
Q84ZX5	2kpy
Q85295	2jbx;2jby;2o42
Q852V1	3a9l
Q85307	1cq3
Q85319	3f62
Q85365	5ajj;5ajk
Q858G5	3j40
Q858G8	3j40
Q859I1	6iac;6q3g
Q859I2	6iat;6iaw;6ib1;6q3g
Q859I3	6iat;6iaw;6ib1;6q3g
Q859I4	6iac
Q859I5	6iac;6q3g
Q859I6	6iab;6iac;6q3g
Q859J2	6o43
Q859P9	2po4;3c2p;3c3l;3c46;3q0a;3q22;3q23;3q24;4ff1;4ff2;4ff3;4ff4
Q85FP8	5zgb;5zgh;6fos
Q85FQ6	5zgb;5zgh;6fos
Q85FS8	5zgb;5zgh;6fos
Q85FS9	5zgb;5zgh;6fos
Q85FT5	3ab5;3wcq
Q85FY0	5zgb;5zgh;6fos
Q85FY6	5zgb;5zgh;6fos
Q85FY7	5zgb;5zgh;6fos
Q85FZ1	5zgb;5zgh;6fos
Q85G47	5zgb;5zgh;6fos
Q85G51	5zgb;5zgh;6fos
Q85G73	5zgb;5zgh;6fos;6ly5
Q85JD5	6rd4;6rd5;6rd7;6rd8;6rd9;6rda;6rdc;6rdd;6rdf;6rdh;6rdi;6rdk;6rdl;6rdn;6rdo;6rdq;6rdr;6rdt;6rdu;6rdw;6rdx;6rdz;6re0;6re2;6re3;6re5;6re6;6re8;6re9;6reb;6rec;6ree;6ref;6rep;6res;6ret
Q860N6	4zus;4zut;4zuu;4zuv;4zuw
Q860W6	1zs8
Q86119	3zue
Q86169	4drr;4drv;4ds0
Q861F7	7bbg;7kgo;7kgp;7kgq;7kgr;7kgs;7kgt;7m8s;7mj6;7mj7;7mj8;7mj9;7n6d;7n6e
Q86305	7ldk
Q86335	5mhr
Q86527	1f2n
Q86638	1oyi
Q86887	6zck;6zms
Q868B1	5t2a
Q868D4	2jnf;2k2a
Q868H0	2cio
Q868H1	2c34
Q868M7	1vcl;2z48;2z49;3w9t
Q868N5	2lic
Q86925	4agj;4agk;4uon;5g4b
Q86993	1stm;5cvz;5cw0
Q869A5	2rm5;2rm6;3dwv
Q869A6	2vup
Q869C3	5x61;5ydh;5ydi;5ydj;6arx;6ary
Q869D4	4aka;4el6
Q869D7	5w1j;5w1l
Q86A17	3orf
Q86BW2	1vfi
Q86BX0	6ay8
Q86C09	2ewg;2i19;2ogd;2p1c;3dyf;3dyg;3dyh;3efq;3egt;4rxc;4rxd;4rxe;4ryp;5ael;5afx;5ahu;5qt4;5qt5;5qt6;5qt7;5qt8;5qt9;5qta;5qtb;5qtc;5qtd;5qte;5qtf;5qtg;5qth;5qti;5qtj;5qtk;6r36;6r37;6r38;6r39;6sii
Q86C51	1qk7
Q86D28	3acz;3aej;3ael;3aem;3aen;3aeo;3aep
Q86FL8	2js9;2jsa
Q86FP9	4boh;5l6n
Q86KR9	6t8m
Q86LE5	2knj
Q86LL8	5d73
Q86MA1	2jr8
Q86MV5	2b4v;2b51;2b56
Q86N96	3igy;3igz
Q86NK8	4nt4
Q86PD7	4fai;4fbe
Q86PR3	1pz4;2ksh;2ksi
Q86PT9	4ge1;4get;4hfo
Q86QT3	1ne5;1px9
Q86QZ1	2q9u
Q86RB0	6hyi;6hyq
Q86RB2	1ul2;5co5
Q86RS6	6ckh
Q86SB3	1xcc;3tb2
Q86SC0	1iyc
Q86SE8	3t30
Q86SE9	4s3o
Q86SF2	6iwq;6iwr
Q86SG5	4aqi
Q86SQ9	6w2l;6z1n
Q86SR1	2d7i;2d7r
Q86SX6	2mmz;2wul
Q86SZ2	2bjn;2cfh;3kxc
Q86T24	2lt7;3fkc;3m4t;3m8v;4f6m;4f6n;5vmu;5vmv;5vmw;5vmx;5vmy;5vmz;6df5;6df8;6df9;6dfa;6dfb;6dfc;6v8u
Q86T82	3u12
Q86TB9	2xeq;2xer;2xes
Q86TG7	7lga
Q86TI0	3qye
Q86TI2	6eoq;6eor;6qzv;6x6a;6x6c;7a3f;7jkq;7jn7
Q86TM3	3iuy
Q86TM6	6a3z
Q86TS9	3j7y;5ool;5oom;6nu2;6nu3;6zm5;6zm6;6zsa;6zsb;6zsc;6zsd;6zse;6zsg;7a5f;7a5g;7o9k;7o9m;7odr;7ods;7odt;7of0;7of2;7of3;7of4;7of5;7of6;7of7;7og4;7oi6;7oi7;7oi8;7oi9;7oia;7oib;7oic;7oid;7oie;7pd3
Q86TU7	3smt;6ict;6icv;6jat;6mbj;6mbk;6mbl;6ox0;6ox1;6ox2;6ox3;6ox4;6ox5;6v62;6v63;6wk1;6wk2
Q86TV6	5dse;6bq1
Q86U06	2cq4;2dnz
Q86U42	3b4d;3b4m;3ucg
Q86U44	5il0;5il1;5il2;5k7m;5k7u;5k7w;5l6d;5l6e;5tey;5yz9;6ttp;6ttt;6ttv;6ttw;6ttx;6tu1;6y4g;7acd;7nhg;7nhh;7nhi;7nhj;7nhv;7ni7;7ni8;7ni9;7nia;7nid;7o08;7o09;7o0l;7o0m;7o0p;7o0q;7o0r;7o27;7o28;7o29;7o2e;7o2f;7o2h;7o2i;7o2x;7oed;7oee;7oef;7oeg;7oeh;7oei;7oej;7oek;7oel;7oem;7oql;7oqo;7oqp
